,BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PriceRange,Total Resolution
1963,1906,55,1.9,3,1871,4,1,1,0,1,1,0.2,113,0,13,5,3,4,1,1887
1964,1753,40,0.7,4,1112,15,0,1,0,1,0,0.6,191,1,8,2,4,11,1,3275916
1965,659,3,1.4,8,967,14,1,1,1,1,0,0.1,85,0,10,1,2,6,0,124830
1966,1583,14,1.2,2,2498,8,1,0,0,1,0,0.2,148,0,13,6,0,4,2,1959083
1967,1783,42,2.9,6,387,3,1,0,0,0,0,0.7,104,1,14,5,2,8,1,2139299
1968,1667,21,1.0,2,635,15,1,1,1,0,0,0.9,138,0,17,7,0,0,0,1690556
1969,640,6,1.3,8,2711,8,1,1,1,0,0,0.6,143,1,15,7,5,20,2,1320528
1970,1913,29,1.8,5,2023,8,0,1,0,0,1,0.6,111,1,17,13,0,4,2,500850
1971,538,25,1.1,7,2215,17,1,1,1,1,0,0.3,163,1,9,3,0,7,1,244335
1972,1191,46,0.8,6,824,7,0,1,1,0,0,0.8,89,0,19,18,6,9,0,33894
1973,816,9,3.0,1,3851,14,1,1,0,1,0,0.1,117,0,10,3,2,3,3,1974596
1974,915,33,0.5,2,2156,13,1,1,1,0,1,0.3,199,1,7,3,9,16,1,495958
1975,1157,27,0.8,8,2885,2,0,1,0,1,1,0.1,88,0,8,4,7,8,3,3045812
1976,1201,10,0.5,7,495,14,0,1,0,1,1,1.0,99,1,15,6,2,7,0,170748
1977,1379,18,1.1,2,2358,15,1,1,1,0,0,0.2,129,1,10,5,1,16,2,741630
1978,1483,53,2.2,5,1744,10,0,1,1,0,1,0.7,169,0,6,3,3,11,1,189441
1979,1614,9,1.2,3,1832,11,0,1,1,0,0,0.1,161,0,15,8,1,2,1,210887
1980,930,4,1.0,8,2016,16,1,1,1,1,1,0.9,144,1,13,10,4,10,1,1310913
1981,1454,6,2.6,3,1300,2,0,0,0,1,0,0.4,199,0,10,0,8,20,1,710564
1982,1784,41,1.6,6,2313,11,0,0,0,0,0,0.4,164,1,14,1,4,20,2,876570
1983,1262,34,1.8,5,3248,4,1,0,0,1,0,0.1,149,1,13,3,12,16,2,164351
1984,797,37,2.2,7,2216,6,1,1,0,0,0,0.9,144,0,9,5,0,2,1,240402
1985,1829,59,2.1,5,3142,5,0,1,0,1,1,0.1,91,1,16,6,8,15,3,2795983
1986,1139,58,0.9,2,1850,8,1,1,1,0,1,0.5,161,0,9,4,6,11,1,741258
1987,618,13,1.0,4,1424,7,0,1,1,0,1,0.1,80,1,15,12,9,15,0,427884
1988,1547,57,2.9,1,1620,19,0,0,0,1,1,0.4,114,1,9,2,2,3,1,332079
1989,586,15,2.8,3,2592,3,0,0,0,0,0,0.2,83,0,12,8,2,11,1,205814
1990,1617,36,2.4,1,296,7,0,1,1,0,1,0.8,85,0,5,3,8,9,0,1059518
1991,1882,44,2.0,8,3579,20,0,1,1,0,0,0.8,113,1,19,8,11,19,3,2972
1992,674,21,2.9,3,1180,4,1,1,0,1,1,0.2,198,1,6,3,1,4,0,1041984
1993,1467,18,0.5,5,3962,5,0,1,0,1,1,0.6,122,1,15,11,0,0,3,975912
1994,858,50,2.2,1,3978,3,0,1,0,0,0,0.1,84,1,17,16,1,2,3,747648
1995,794,2,0.5,6,668,19,1,1,1,0,1,0.8,106,1,13,4,0,14,0,2309580
1996,1965,39,2.6,4,2032,16,1,1,0,1,1,0.2,187,1,11,10,0,3,2,1797975
1997,1911,36,0.9,8,3057,5,1,1,1,0,0,0.7,108,1,9,1,1,3,3,1416576
1998,1512,46,0.9,5,869,19,0,1,1,1,0,0.1,145,1,18,10,4,5,0,225120
1999,510,45,2.0,6,3919,2,1,1,1,1,1,0.9,168,1,19,4,5,16,3,364182
